,utt,intent,index
636,is there a meal on delta flight 852 from san francisco to dallas fort worth,atis_meal,13
637,show me airports in washington dc and also what are the rental car rates in dallas,atis_airport#atis_ground_fare,"6,14"
638,what planes does united use and then what are the rental car rates in dallas,atis_aircraft#atis_ground_fare,"16,14"
639,show me the cheapest fare in the database and then how much does it cost to get downtown from the atlanta airport by limousine,atis_cheapest#atis_ground_fare,"15,14"
640,what s the capacity of an f28,atis_capacity,10
641,what s the fare for delta flight 217 from dallas to san francisco and also show me the cheapest fare in the database,atis_airfare#atis_cheapest,"4,15"
642,how many people fly on a turboprop and show me the cheapest fare in the database,atis_capacity#atis_cheapest,"10,15"
643,which airlines have connections between pittsburgh and baltimore and also what s the ground transportation like at pittsburgh,atis_airline#atis_ground_service,"3,8"
644,how many flights does twa have with business class,atis_quantity,0
645,"what is the total seating capacity of all aircraft of american airlines , please show me the return flight number from toronto to st petersburg and what is the cost of the air taxi operation at philadelphia international airport",atis_capacity#atis_flight_no#atis_ground_fare,"10,1,14"
646,i want to make a round trip flight from washington to san francisco and return,atis_flight,2
647,show me the airlines that use love field,atis_airline,3
648,what type of aircraft leaves from boston to washington dc at 9 am and then is there a meal on delta flight 852 from san francisco to dallas fort worth,atis_aircraft#atis_meal,"16,13"
649,"what s the difference between fare code q and fare code b , list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore and then show me the cheapest fare in the database",atis_abbreviation#atis_capacity#atis_cheapest,"5,10,15"
650,what airlines fly between boston and san francisco and stop in denver and also show me a list of ground transportation at denver,atis_airline#atis_ground_service,"3,8"
651,what is the earliest departure time from boston to denver and also how many cities are served by delta airlines with first class flights,atis_flight_time#atis_quantity,"17,0"
652,what does fare code qo mean,atis_abbreviation,5
653,show me the flights available from atlanta to baltimore leaving atlanta in the morning,atis_flight,2
654,display types of aircraft departing from cleveland to dallas before noon and also how many seats in a 72s,atis_aircraft#atis_capacity,"16,10"
655,please list information regarding san francisco airport and also which cities are serviced by both american and delta airlines,atis_airport#atis_city,"6,11"
656,"what is airline us , show me the cheapest fare in the database and then could you give me the schedule of flights for american and delta to dfw on august fifteenth",atis_airline#atis_cheapest#atis_flight_time,"3,15,17"
657,what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas,atis_aircraft,16
658,what does ord mean and then show me the cheapest fare in the database,atis_abbreviation#atis_cheapest,"5,15"
659,give me a list of airports in baltimore and also what is restriction ap57,atis_airport#atis_restriction,"6,7"
660,"which airlines serve denver , please list the flight times from boston to pittsburgh and how many flights does each airline have with first class service",atis_airline#atis_flight_time#atis_quantity,"3,17,0"
661,"does any airline have an early afternoon flight from boston to denver , how long does it take to get from denver to oakland and then what are the flight numbers of the flights which go from san francisco to washington via indianapolis",atis_airline#atis_distance#atis_flight_no,"3,9,1"
662,what is the distance between pittsburgh airport and downtown pittsburgh and how many flights does continental airlines have with a class of service code f,atis_distance#atis_quantity,"9,0"
663,what does ewr mean and also what is the number of first class flights on american airlines,atis_abbreviation#atis_flight_no,"5,1"
664,what planes are used by twa,atis_aircraft,16
665,what airlines fly from boston to pittsburgh,atis_airline,3
666,what aircraft is used on delta flight 1222 from kansas city to salt lake city and then can i take a single airline from la to charlotte to newark back to la,atis_aircraft#atis_airline,"16,3"
667,what is the distance from boston airport to boston,atis_distance,9
668,show me city served both by nationair and canadian airlines international and then how long does it take to get from kansas city to st paul,atis_city#atis_distance,"11,9"
669,show me the cheapest fare in the database and also how long does it take to get from atlanta airport into the city of atlanta,atis_cheapest#atis_distance,"15,9"
670,how many people fit on a 72s airplane,atis_capacity,10
671,what type of aircraft leaving after 2 pm from boston to oakland and also what s the name of the denver airport,atis_aircraft#atis_airport,"16,6"
672,what are the first class fares from dallas to baltimore and what is the earliest departure time from boston to denver,atis_airfare#atis_flight_time,"4,17"
673,what is fare code qo mean and also show me airports near washington dc,atis_abbreviation#atis_airport,"5,6"
674,"what are the flight numbers of the flights which go from san francisco to washington via indianapolis , what is the schedule for flights between pittsburgh and boston on the evening of july ninth and what are all the available meals",atis_flight_no#atis_flight_time#atis_meal,"1,17,13"
675,"what does fare code qx mean , what airline stands for hp and also flight numbers from columbus to minneapolis tomorrow",atis_abbreviation#atis_airline#atis_flight_no,"5,3,1"
676,"does the philadelphia airport have a name , which cities does united airlines service and list ground transportation in detroit",atis_airport#atis_city#atis_ground_service,"6,11,8"
677,how far is oakland airport from downtown and then please show me the return flight number from toronto to st petersburg,atis_distance#atis_flight_no,"9,1"
678,what time zone is denver in and then how many cities are served by twa with first class flights,atis_city#atis_quantity,"11,0"
679,what is the cheapest fare from dallas to denver round trip and then what is the total schedule for delta s flights to all airports,atis_airfare#atis_flight_time,"4,17"
680,"which airlines are represented in the database , how many seats in a 72s and what is restriction ap57",atis_airline#atis_capacity#atis_restriction,"3,10,7"
681,please show me airlines with service from boston to denver and also what are the rental car rates in dallas,atis_airline#atis_ground_fare,"3,14"
682,please list information regarding san francisco airport and also what is the earliest flight from boston to bwi that serves a snack,atis_airport#atis_flight,"6,2"
683,ground transportation from airport in boston to downtown boston,atis_ground_service,8
684,what flights leave from newark to los angeles in the afternoon,atis_flight,2
685,how far is it from orlando airport to orlando and also flight numbers from minneapolis to long beach on june twenty six,atis_distance#atis_flight_no,"9,1"
686,what is the schedule of flights from boston to denver next monday and also what ground transportation is available in baltimore for the day after tomorrow,atis_flight_time#atis_ground_service,"17,8"
687,what airport in new york is closest to downtown and then how many people fly on a turboprop,atis_airport#atis_capacity,"6,10"
688,"please show me all fares for flights from denver to oakland , airports in new york and also show me the cheapest fare in the database",atis_airfare#atis_airport#atis_cheapest,"4,6,15"
689,what is the total seating capacity of all aircraft of american airlines and also how many american airline flights leave denver june tenth,atis_capacity#atis_quantity,"10,0"
690,how long does it take to get from kansas city to st paul and also how much does the limousine service cost within pittsburgh,atis_distance#atis_ground_fare,"9,14"
691,what airlines fly from toronto to san diego with a stopover in denver,atis_airline,3
692,show me city served both by nationair and canadian airlines international and how far is the airport from san francisco,atis_city#atis_distance,"11,9"
693,what price is a limousine service in boston,atis_ground_fare,14
694,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh and then please list the flight times from pittsburgh to newark,atis_aircraft#atis_flight_time,"16,17"
695,i d like a flight on united airlines from dallas to san francisco that leaves after 815 am and also what time does the tuesday morning 755 flight leaving washington arrive in san francisco,atis_flight#atis_flight_time,"2,17"
696,cheapest airfare from orlando to tacoma and where is lester pearson airport,atis_airfare#atis_city,"4,11"
697,"are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning , in boston is there ground transportation between airport and downtown and then how many flights go from dallas to baltimore on july nineteenth",atis_city#atis_ground_service#atis_quantity,"11,8,0"
698,"show me the cheapest fare in the database , what is the cost of limousine service at logan airport and dallas ground transportation",atis_cheapest#atis_ground_fare#atis_ground_service,"15,14,8"
699,what does code y stand for and also how much is the ground transportation between atlanta and downtown,atis_abbreviation#atis_ground_fare,"5,14"
700,show me all flights from san diego to dulles on boeing 767 and how many stops are on all flights from boston to san francisco that depart before 12 o clock noon,atis_flight#atis_quantity,"2,0"
701,show me the type of aircraft that cp uses and also how far is it from salt lake city airport to salt lake city,atis_aircraft#atis_distance,"16,9"
702,what ground transportation is available into washington and then what are all the available meals,atis_ground_service#atis_meal,"8,13"
703,from baltimore to san francisco,atis_flight,2
704,which cities are serviced by both american and delta airlines,atis_city,11
705,what are the coach fares for flights from charlotte to newark tuesday evening,atis_airfare,4
706,okay i would like to know the type of aircraft used on a flight from cleveland to dallas please and then flights on sunday from tampa to charlotte,atis_aircraft#atis_flight,"16,2"
707,"when is the first flight leaving from oakland to boston , how many flights does each airline have with business class service and then what is restriction ap57",atis_flight#atis_quantity#atis_restriction,"2,0,7"
708,i want to go and take a plane in atlanta and fly to boston and then how long does it take to get from kansas city to st paul,atis_aircraft#atis_distance,"16,9"
709,show me airports in washington dc and then information on ground transportation in denver,atis_airport#atis_ground_service,"6,8"
710,show me the type of aircraft that cp uses and also what is the ground transportation available in fort worth,atis_aircraft#atis_ground_service,"16,8"
711,what type of airplane is an m80 and then how far is downtown from the airport in dallas,atis_aircraft#atis_distance,"16,9"
712,"what does code y stand for , show me the cheapest fare in the database and what is restriction ap80",atis_abbreviation#atis_cheapest#atis_restriction,"5,15,7"
713,is there ground transportation from the pittsburgh airport to downtown pittsburgh and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_ground_service#atis_restriction,"8,7"
714,all fares and flights from philadelphia and then how many flights come from denver to baltimore on july nineteenth,atis_airfare#atis_quantity,"4,0"
715,what ground transportation is there in denver,atis_ground_service,8
716,find me the cheapest one way fare i can get from boston to denver and then show me city served both by nationair and canadian airlines international,atis_airfare#atis_city,"4,11"
717,"what does restriction ap 57 mean , show me the cheapest fare in the database and then what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco",atis_abbreviation#atis_cheapest#atis_flight_no,"5,15,1"
718,what city is the airport mco in and what is the cost of limousine service in philadelphia,atis_city#atis_ground_fare,"11,14"
719,flight numbers from columbus to minneapolis tomorrow,atis_flight_no,1
720,what is the cheapest one way fare between boston and oakland and what time does the flight leave denver going to san francisco on continental airlines,atis_airfare#atis_flight_time,"4,17"
721,how many seats in a 72s and then between boston and denver i d like a flight that takes the least amount of stops to get to boston,atis_capacity#atis_flight,"10,2"
722,show me all the flights from cincinnati to toronto,atis_flight,2
723,what does the fare code y mean and then please give me the prices for all flights from philadelphia to denver airport next sunday,atis_abbreviation#atis_airfare,"5,4"
724,what is the cheapest fare for a one way flight from boston to atlanta and does the philadelphia airport have a name,atis_airfare#atis_airport,"4,6"
725,"what does ls stand for , what s the airport at orlando and show me city served both by nationair and canadian airlines international",atis_abbreviation#atis_airport#atis_city,"5,6,11"
726,"list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore , show me the cheapest fare in the database and how long does it take to get from kansas city to st paul",atis_capacity#atis_cheapest#atis_distance,"10,15,9"
727,looking for a flight from dc to denver colorado and also what are the restrictions on the cheapest one way fare between boston and oakland,atis_flight#atis_restriction,"2,7"
728,show me airline abbreviations and also what are my meal options from boston to denver,atis_airline#atis_meal,"3,13"
729,show me the cheapest fare in the database and also how much is the ground transportation between atlanta and downtown,atis_cheapest#atis_ground_fare,"15,14"
730,show me the cheapest fare in the database and also what is the ground transportation available in boston,atis_cheapest#atis_ground_service,"15,8"
731,flight numbers from minneapolis to long beach on june twenty six and i would like the time your earliest flight from washington to philadelphia,atis_flight_no#atis_flight_time,"1,17"
732,"can you show me the economy fare flights from baltimore to dallas , what is the cost of limousine service at logan airport and how many first class flights does united airlines have departing from boston today",atis_airfare#atis_ground_fare#atis_quantity,"4,14,0"
733,"what is the least expensive one way fare between philadelphia and boston , airports and what is the transportation time from the airport to boston",atis_airfare#atis_airport#atis_ground_service,"4,6,8"
734,what is the name of the airport at denver and what are all the available meals,atis_airport#atis_meal,"6,13"
735,is there limo service at pittsburgh airport and also how many flights does twa have with business class,atis_ground_service#atis_quantity,"8,0"
736,train to newark and then what are the restrictions on the cheapest one way fare between boston and oakland,atis_ground_service#atis_restriction,"8,7"
737,tell me distance from orlando airport to the city and also how many flights does twa have in business class,atis_distance#atis_quantity,"9,0"
738,what is ua and also what would be cost of a round trip from pittsburgh to san francisco,atis_abbreviation#atis_airfare,"5,4"
739,a flight on continental airlines leaving boston and going to denver and what are the flight numbers of the flights which go from san francisco to washington via indianapolis,atis_flight#atis_flight_no,"2,1"
740,"please tell me the type of aircraft used from atlanta to denver before 12 o clock noon , show me the airlines that use love field and what are the schedule of flights from boston to san francisco for august first",atis_aircraft#atis_airline#atis_flight_time,"16,3,17"
741,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,atis_flight_no,1
742,is us air and then what is restriction ap80,atis_airline#atis_restriction,"3,7"
743,what is the fare on american airlines flight 928 from dallas fort worth to boston and tell me distance from orlando airport to the city,atis_airfare#atis_distance,"4,9"
744,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh and what is the transportation time from the airport to boston,atis_aircraft#atis_ground_service,"16,8"
745,round trip first class fares new york to miami and also what is the name of the airport in philadelphia,atis_airfare#atis_airport,"4,6"
746,which airlines fly from boston to washington dc via other cities and names of airports,atis_airline#atis_airport,"3,6"
747,what is the distance between pittsburgh airport and downtown pittsburgh and also what are the flight numbers of the flights which go from san francisco to washington via indianapolis,atis_distance#atis_flight_no,"9,1"
748,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday and then what is the cost of limousine service at logan airport,atis_flight_no#atis_ground_fare,"1,14"
749,list all the airlines that service denver and ground transportation washington,atis_airline#atis_ground_service,"3,8"
750,what is the seating capacity of a boeing 767 and also what are the cities served by delta airlines,atis_capacity#atis_city,"10,11"
751,what morning flights do you have between oakland and denver and also what are the restrictions on the cheapest one way fare between boston and oakland,atis_flight#atis_restriction,"2,7"
752,"i d like to find the least expensive one way fare from boston to philadelphia , what is the distance between pittsburgh airport and downtown pittsburgh and how much does it cost to get downtown from the atlanta airport by limousine",atis_airfare#atis_distance#atis_ground_fare,"4,9,14"
753,"what are the cities served by delta airlines , dallas ground transportation and then what types of meals are available",atis_city#atis_ground_service#atis_meal,"11,8,13"
754,what airplane types fly from pittsburgh to baltimore and then what is the departure time of the latest flight of united airlines from denver to boston,atis_aircraft#atis_flight_time,"16,17"
755,what is fare code f and how many flights does each airline have with first class service,atis_abbreviation#atis_quantity,"5,0"
756,what is the cost of flight dl 106 from philadelphia to boston and also what is restriction ap57,atis_airfare#atis_restriction,"4,7"
757,what time does the tuesday morning 755 flight leaving washington arrive in san francisco and also how many nonstop flights going from dallas to oakland july twenty seventh,atis_flight_time#atis_quantity,"17,0"
758,show me the fares from washington to oakland and also how many daily us air flights are there between philadelphia and pittsburgh,atis_airfare#atis_quantity,"4,0"
759,what airlines fly from boston to washington,atis_airline,3
760,do you have a flight from salt lake city to st petersburg on june second,atis_flight,2
761,what is ewr and how far is it from salt lake city airport to salt lake city,atis_abbreviation#atis_distance,"5,9"
762,how many cities are served by lufthansa with first class flights and also what is restriction ap57,atis_quantity#atis_restriction,"0,7"
763,what is booking class c and how much would car rental cost in atlanta,atis_abbreviation#atis_ground_fare,"5,14"
764,how many people fit on a 72s airplane and then show me times for flights from san francisco to atlanta,atis_capacity#atis_flight_time,"10,17"
765,please find the cheapest fare from boston to san francisco and then what is restriction ap80,atis_airfare#atis_restriction,"4,7"
766,do all the flights to oakland land at the same place and then how many first class flights are provided by american airlines,atis_flight#atis_quantity,"2,0"
767,what kind of plane is used on the earliest flight from boston to san francisco afternoon and also houston airports,atis_aircraft#atis_airport,"16,6"
768,"what does fare code qo mean , what airline is dl and show me the cities served by canadian airlines international",atis_abbreviation#atis_airline#atis_city,"5,3,11"
769,"what type of aircraft leaves from boston to washington dc at 9 am during a weekday , what are the seating capacities of planes between pittsburgh and baltimore and which cities are serviced by both american and delta airlines",atis_aircraft#atis_capacity#atis_city,"16,10,11"
770,what airlines are ac and as and also how many flights does eastern airlines have from boston to atlanta,atis_airline#atis_quantity,"3,0"
771,what is the flight schedule of the f28 from pittsburgh to baltimore,atis_flight_time,17
772,"what is the number of first class flights on american airlines , what is the cost of limousine service at logan airport and also how many cities are served by continental with first class flights",atis_flight_no#atis_ground_fare#atis_quantity,"1,14,0"
773,tell me distance from orlando airport to the city and also how many flights does twa have with business class,atis_distance#atis_quantity,"9,0"
774,what is the fare going from boston to dallas fort worth one way on november seventh,atis_airfare,4
775,names of airports and then what is restriction ap80,atis_airport#atis_restriction,"6,7"
776,"first class round trip airfare from indianapolis to memphis , how many seats in a 734 and also show me the cities served by nationair",atis_airfare#atis_capacity#atis_city,"4,10,11"
777,"what is the cheapest fare from denver to pittsburgh , which airlines serve denver and also what ground transportation is available in dallas",atis_airfare#atis_airline#atis_ground_service,"4,3,8"
778,which cities does united airlines service and then how many daily us air flights are there between philadelphia and pittsburgh,atis_city#atis_quantity,"11,0"
779,"what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh , what is the seating capacity for the f28 and then where is general mitchell international located",atis_aircraft#atis_capacity#atis_city,"16,10,11"
780,"repeating leaving denver to san francisco before 10 am what type of aircraft is used , show me airports near washington dc and what s the capacity of a 733",atis_aircraft#atis_airport#atis_capacity,"16,6,10"
781,"what is the abbreviation d10 , what is the price of business class from boston to san francisco on twa and what is the distance from los angeles international airport to los angeles",atis_abbreviation#atis_airfare#atis_distance,"5,4,9"
782,what are the flight numbers of the flights which go from san francisco to washington via indianapolis and then tell me about ground transportation at salt lake city,atis_flight_no#atis_ground_service,"1,8"
783,"list types of aircraft that fly between boston and san francisco , show me a list of ground transportation at boston airport and also what is restriction ap57",atis_aircraft#atis_ground_service#atis_restriction,"16,8,7"
784,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night and then how many first class flights does united airlines have departing from boston today,atis_flight_no#atis_quantity,"1,0"
785,what time does flight aa 459 depart and how much does it cost to get downtown from the atlanta airport by limousine,atis_flight_time#atis_ground_fare,"17,14"
786,"us 3724 baltimore to philadelphia what is the round trip fare , what is the name of the airport at denver and show me the cheapest fare in the database",atis_airfare#atis_airport#atis_cheapest,"4,6,15"
787,"how much does it cost to fly from boston to baltimore on a saturday , show me all the flights from toronto on nationair and can i get a taxi from long beach airport to downtown long beach",atis_airfare#atis_flight#atis_ground_service,"4,2,8"
788,how many flights does each airline have with first class service and what is restriction ap57,atis_quantity#atis_restriction,"0,7"
789,which companies fly between boston and oakland,atis_airline,3
790,how many seats in a 734 and also show me the cities served by nationair,atis_capacity#atis_city,"10,11"
791,okay i ve got somebody else who wants to take a round trip ticket from charlotte to montreal,atis_airfare,4
792,"show me flights from philadelphia to oakland on friday , please list the prices for a rental car in pittsburgh and also do i get a meal on the atlanta to bwi flight eastern 210",atis_flight#atis_ground_fare#atis_meal,"2,14,13"
793,how many seats in a 72s and show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,atis_capacity#atis_flight,"10,2"
794,what is restriction ap 57 and then do i get a meal on the atlanta to bwi flight eastern 210,atis_abbreviation#atis_meal,"5,13"
795,"i need a flight from philadelphia to denver , when does continental fly from philadelphia to denver on sundays and also what is restriction ap57",atis_flight#atis_flight_time#atis_restriction,"2,17,7"
796,what times does continental depart from boston to san francisco,atis_flight_time,17
797,what is the cheapest way to fly from denver to oakland and what price is a limousine service in boston,atis_flight#atis_ground_fare,"2,14"
798,what airport in new york is closest to downtown and also how far is the airport from san francisco,atis_airport#atis_distance,"6,9"
799,what is sa and then please show me airlines with round trip flights from boston to denver stop philadelphia,atis_abbreviation#atis_airline,"5,3"
800,"which airline has the most arrivals in atlanta , what is the distance from la guardia to new york s downtown and then do i get a meal on the atlanta to bwi flight eastern 210",atis_airline#atis_distance#atis_meal,"3,9,13"
801,what s the capacity of an f28 and also what is the distance from los angeles international airport to los angeles,atis_capacity#atis_distance,"10,9"
802,what is the yn code and also show me the airlines between boston and denver,atis_abbreviation#atis_airline,"5,3"
803,"show me the round trip tickets from baltimore to dallas , what types of meals are available and also what are the restrictions on the cheapest one way fare between boston and oakland",atis_airfare#atis_meal#atis_restriction,"4,13,7"
804,what is ewr,atis_abbreviation,5
805,show departures and arrivals in atlanta for american airlines and then what are the restrictions on the cheapest one way fare between boston and oakland,atis_flight#atis_restriction,"2,7"
806,how many stops on continental 1765 from boston to san francisco,atis_quantity,0
807,names of airports,atis_airport,6
808,how long does it take to get from atlanta airport into the city of atlanta and also what s the ground transportation like at pittsburgh,atis_distance#atis_ground_service,"9,8"
809,what time does the tuesday morning 755 flight leaving washington arrive in san francisco,atis_flight_time,17
810,what does code y stand for,atis_abbreviation,5
811,what is the distance from la guardia to new york s downtown and also flights from charlotte to baltimore,atis_distance#atis_flight,"9,2"
812,airlines that fly to miami from new york on friday and also show me all flights arriving at dallas,atis_airline#atis_flight,"3,2"
813,show me the cheapest fare in the database and how many flights arrive at general mitchell international,atis_cheapest#atis_quantity,"15,0"
814,i d like to see the fare code again qx and also which airline has the most business class flights,atis_abbreviation#atis_airline,"5,3"
815,show me the cheapest fare in the database and then how many flights does twa have with business class,atis_cheapest#atis_quantity,"15,0"
816,what airlines fly boston to baltimore and then what time does flight aa 459 depart,atis_airline#atis_flight_time,"3,17"
817,show me the flight from detroit to westchester county with the highest one way fare,atis_flight,2
818,show me airports in washington dc and then what price is a limousine service to new york s la guardia,atis_airport#atis_ground_fare,"6,14"
819,what are the flight numbers of the flights which go from san francisco to washington via indianapolis and then show me all meals on flights from atlanta to washington,atis_flight_no#atis_meal,"1,13"
820,show me the cheapest fare in the database and also show me the cities served by canadian airlines international,atis_cheapest#atis_city,"15,11"
821,what is the cheapest fare from dallas to denver on delta and then houston airports,atis_airfare#atis_airport,"4,6"
822,what are the flight numbers of the flights which go from san francisco to washington via indianapolis and what is restriction ap80,atis_flight_no#atis_restriction,"1,7"
823,list the earliest flights from st paul to san jose and also may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,atis_flight#atis_flight_no,"2,1"
824,what airlines go to pittsburgh and how many people fit on a 72s airplane,atis_airline#atis_capacity,"3,10"
825,i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm and then i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available,atis_flight_no#atis_ground_service,"1,8"
826,how many cities are served by eastern with first class flights,atis_quantity,0
827,give me the least expensive first class round trip ticket on us air from cleveland to miami and then what time zone is denver in,atis_airfare#atis_city,"4,11"
828,show me the cheapest fare in the database and also what are the rental car rates in dallas,atis_cheapest#atis_ground_fare,"15,14"
829,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore and also what is the distance from los angeles international airport to los angeles,atis_capacity#atis_distance,"10,9"
830,pittsburgh to atlanta wednesday and then what are all the available meals,atis_flight#atis_meal,"2,13"
831,first class round trip airfare from indianapolis to memphis and what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh,atis_airfare#atis_flight_time,"4,17"
832,"oakland to philadelphia saturday , what is the flight number of the earliest flight between boston and washington dc and also what kind of ground transportation is available in las vegas",atis_flight#atis_flight_no#atis_ground_service,"2,1,8"
833,show me the cheapest fare in the database and what is the distance from toronto international airport to toronto,atis_cheapest#atis_distance,"15,9"
834,what s the capacity of a 733 and also show me all daily flights out of boston that have coach class,atis_capacity#atis_flight,"10,2"
835,"where is general mitchell international located , how long does it take to get from kansas city to st paul and i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm",atis_city#atis_distance#atis_flight_no,"11,9,1"
836,how expensive is the san francisco limousine service,atis_ground_fare,14
837,what is ewr and flight numbers from columbus to minneapolis tomorrow,atis_abbreviation#atis_flight_no,"5,1"
838,what airlines fly from boston to pittsburgh and then could you give me the schedule of flights for american and delta to dfw on august fifteenth,atis_airline#atis_flight_time,"3,17"
839,show me all the cities that midwest express serves and then what is the schedule of flights from boston to denver next monday,atis_city#atis_flight_time,"11,17"
840,"what is mia , show me the cheapest fare in the database and then how expensive is the san francisco limousine service",atis_abbreviation#atis_cheapest#atis_ground_fare,"5,15,14"
841,what airplane types fly from pittsburgh to baltimore and how far is the airport from downtown pittsburgh,atis_aircraft#atis_distance,"16,9"
842,tell me the last flight from atlanta to philadelphia and show me all meals on flights from atlanta to washington,atis_flight#atis_meal,"2,13"
843,how many flights does each airline have with first class service,atis_quantity,0
844,what does ff mean and show me all flights from denver to burbank,atis_abbreviation#atis_flight,"5,2"
845,how many first class flights does united have leaving from all airports today and then what is restriction ap80,atis_quantity#atis_restriction,"0,7"
846,"what does restriction ap 80 mean , which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338 and also what are my meal options from boston to denver",atis_abbreviation#atis_flight_no#atis_meal,"5,1,13"
847,which airlines have flights between charlotte and newark and also how long does it take to get from kansas city to st paul,atis_airline#atis_distance,"3,9"
848,"what s the lowest round trip fare from dallas to atlanta , show me the names of airlines in atlanta and then how many people fit on a 72s airplane",atis_airfare#atis_airline#atis_capacity,"4,3,10"
849,"i d like the cheapest one way fare from boston to atlanta please , show me the cheapest fare in the database and also what is the distance between pittsburgh airport and downtown pittsburgh",atis_airfare#atis_cheapest#atis_distance,"4,15,9"
850,i want a round trip fare from new york to san jose and then show me the cheapest fare in the database,atis_airfare#atis_cheapest,"4,15"
851,show me the cheapest fare in the database and then all flights from cleveland to newark,atis_cheapest#atis_flight,"15,2"
852,what ground transportation is available in dallas tomorrow and how many first class flights does united have leaving from all airports today,atis_ground_service#atis_quantity,"8,0"
853,"please list information regarding san francisco airport , what cities does continental service and then how many stops on continental 1765 from boston to san francisco",atis_airport#atis_city#atis_quantity,"6,11,0"
854,show me a list of all the airlines that offer business class service and also show me boston to oakland flights,atis_airline#atis_flight,"3,2"
855,what time does the earliest flight which goes from atlanta to denver leave,atis_flight_time,17
856,what kind of plane is used on the earliest flight from boston to san francisco afternoon and then when are the american flights from phoenix to milwaukee,atis_aircraft#atis_flight,"16,2"
857,could you give me the schedule of flights for american and delta to dfw on august fifteenth,atis_flight_time,17
858,"show me the cheapest fare in the database , show me flights to philadelphia coming from baltimore or denver or pittsburgh and also what types of meals are available",atis_cheapest#atis_flight#atis_meal,"15,2,13"
859,what is the distance from la guardia to new york s downtown and also how many flights come from denver to baltimore on july nineteenth,atis_distance#atis_quantity,"9,0"
860,what is fare code h and then i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,atis_abbreviation#atis_flight_no,"5,1"
861,what is ord and how many flights are there between san francisco and philadelphia on august eighteenth,atis_abbreviation#atis_quantity,"5,0"
862,"what is the first class fare from baltimore to dallas , show me city served both by nationair and canadian airlines international and then what are the rental car rates in dallas",atis_airfare#atis_city#atis_ground_fare,"4,11,14"
863,let s see how much would a direct flight from atlanta to denver be on may seventh,atis_airfare,4
864,how long is the flight from atlanta to san francisco at noon on november seventh and also please list the flight times from pittsburgh to newark,atis_distance#atis_flight_time,"9,17"
865,how far is oakland airport from downtown,atis_distance,9
866,what cities are served by canadian airlines international and also what is the distance from san francisco international airport to san francisco,atis_city#atis_distance,"11,9"
867,show me the cheapest fare in the database and also i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,atis_cheapest#atis_flight_no,"15,1"
868,show me all the cities that midwest express serves and how many american airline flights leave denver june tenth,atis_city#atis_quantity,"11,0"
869,"what is the first class fare from indianapolis to orlando , where is lester pearson airport and then how many nonstop flights going from dallas to oakland july twenty seventh",atis_airfare#atis_city#atis_quantity,"4,11,0"
870,how many people fit on a 73s and also what ground transportation is there in denver,atis_capacity#atis_ground_service,"10,8"
871,how many flights does twa have in business class,atis_quantity,0
872,please show me flights from denver to san francisco on wednesday after 1300 hours,atis_flight,2
873,repeating leaving denver to san francisco before 10 am what type of aircraft is used and show me the cheapest fare in the database,atis_aircraft#atis_cheapest,"16,15"
874,what price is a limousine service to new york s la guardia and also how many flights does twa have with business class,atis_ground_fare#atis_quantity,"14,0"
875,"what does fn under fare code mean , what type of airplane is an m80 and what are the restrictions on the cheapest one way fare between boston and oakland",atis_abbreviation#atis_aircraft#atis_restriction,"5,16,7"
876,"show me the cheapest fare in the database , how far is the airport from san francisco and also what is the cost of the air taxi operation at philadelphia international airport",atis_cheapest#atis_distance#atis_ground_fare,"15,9,14"
877,"show me the cheapest round trip fares from san francisco to salt lake city , what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco and what is restriction ap57",atis_airfare#atis_flight_no#atis_restriction,"4,1,7"
878,"what is the distance from san francisco international airport to san francisco , can you list costs of denver rental cars and then how many different flight classes are there",atis_distance#atis_ground_fare#atis_quantity,"9,14,0"
