,utt,intent,index
9830,what are some handicapped friendly events,get_event,7
9831,tell me the quickest route to the movie theater,get_directions#get_location,"6,9"
9832,free ice skating in naperville this weekend,get_event,7
9833,gallery openings omaha dec 23rd,get_event,7
9834,"find an alternate route to therapedia that avoids hwy 377, shortest distance",get_location#update_directions,"9,12"
9835,"how long does it take to drive to pipestone national park from milwaukee, wi",get_location#get_estimated_duration,"9,18"
9836,what special events are coming up in pomona,get_event,7
9837,is there road construction ahead,get_info_traffic,0
9838,what events can i take my parents to,get_contact#get_event,"15,7"
9839,what is the traffic from greensburg to morgantown,get_info_traffic,0
9840,best alternative route to miss heavy traffic,get_directions,6
9841,can i get from here to mansoura before noon,get_estimated_arrival#get_location,"20,9"
9842,any holiday films coming out in philadelphia soon,get_event,7
9843,is traffic heavy now,get_info_traffic,0
9844,is there traffic on the drive to work today,get_info_traffic#get_location_work,"0,11"
9845,"looking for fun this to do with kids in harrisburg, pa tonight",get_event,7
9846,christmas tree lighting s in metro macomb county,get_event,7
9847,is there a back way to centralia to the basketball game,get_directions#get_event,"6,7"
9848,list all the events for today,get_event,7
9849,how long is the distance from miami to new york,get_distance,4
9850,what s the halfway point in miles between here and sunnyvale,unsupported_navigation,16
9851,please tell me if the roads are clear for my route to giovanna s school,get_info_traffic#get_location_school,"0,21"
9852,any rock climbing events coming up,get_event,7
9853,tell me where there are family friendly holiday events next week,get_event,7
9854,show traffic from lexington to paducah,get_info_traffic,0
9855,christmas tree lightings near me this month,get_event#get_location,"7,9"
9856,what s traffic like in southern california,get_info_traffic#get_location,"0,9"
9857,what kind of flowers did you plant,unsupported,10
9858,theater productions in manhattan tomorrow night,get_event,7
9859,where does lady gaga play her next concert tomorrow,get_event,7
9860,festivals in washington dc,get_event,7
9861,what is the time to vail tongiht,get_estimated_duration,18
9862,how long will it take me to drive from my parent s house to downtown disney,get_location_home#get_location#get_estimated_duration,"22,9,18"
9863,what is the traffic like maryland to washington at 3:00 pm,get_info_traffic,0
9864,can i get from here to pensacola before noon,get_estimated_arrival#get_location,"20,9"
9865,what family events are happening this weekend,get_event,7
9866,"i need to figure out the fastest way to drive from my mom s house to the hospital in opelousas, louisiana",get_location_home#get_directions#get_location,"22,6,9"
9867,is there any traffic between tampa and clearwater,get_info_traffic,0
9868,parties near me,get_event#get_location,"7,9"
9869,give me a route to la with least amount of traffic,get_directions,6
9870,what is the traffic like from miami to orlando,get_info_traffic,0
9871,how long will it take me to get to work if i leave at 4pm,get_location_work#get_estimated_duration,"11,18"
9872,how long is the drive to office,get_location_work#get_estimated_duration,"11,18"
9873,what is the fastest route to my mothers house,get_location_home#get_directions,"22,6"
9874,find me the quickest route home,get_location_home#get_directions,"22,6"
9875,what does my work commute look like today,get_info_traffic#get_location_work,"0,11"
9876,at what time should i live to make gina s concert by 10pm,get_event#get_estimated_departure,"7,5"
9877,festival of lights parties,get_event,7
9878,events at local aquarium next friday,get_event#get_location,"7,9"
9879,"how long will it take me to get to vernon, nj",get_estimated_duration,18
9880,what time would i have to leave to get to the civic center by 7pm,get_estimated_departure,5
9881,what is the best mexican restaurant in fort collins,unsupported_event,19
9882,are there any concerts this saturday close by,get_event#get_location,"7,9"
9883,when will i have to leave home to get to joplin by 1pm,get_location_home#get_estimated_departure,"22,5"
9884,how slow is the traffic,get_info_traffic,0
9885,when is bainbridge ferry leaving,unsupported_navigation,16
9886,what time should i avoid traffic in madison,unsupported_navigation,16
9887,how do get to the party in 1 hour if i leave now,get_directions#get_event,"6,7"
9888,how long is the drive from normandale college to mall of america,get_location#get_estimated_duration,"9,18"
9889,art shows in san diego friday night,get_event,7
9890,pizza making party on tuesday,get_event,7
9891,is there construction on my way to work today,get_info_traffic#get_location_work,"0,11"
9892,how much traffic should i plan for today,get_info_traffic,0
9893,what holiday events are happening in providence tomorrow,get_event,7
9894,how long will it take me to drive to my 10am interview,get_event#get_estimated_duration,"7,18"
9895,how far is honesdale from here,get_distance#get_location,"4,9"
9896,is glass animals coming to wisconsin this year,get_event,7
9897,cheese and wine tasting,get_event,7
9898,is the holland tunnel open right now,get_info_traffic#get_location,"0,9"
9899,when is the next wine tasting event near me,get_event#get_location,"7,9"
9900,will traffic be light tonight,get_info_traffic,0
9901,what should i do in austin this weekend,get_event,7
9902,christmas shows happening this weekend,get_event,7
9903,how long will it take to drive to san antonio,get_estimated_duration,18
9904,can you tell me if there is car accident near central park,get_info_traffic#get_location,"0,9"
9905,toddler christmas events,get_event,7
9906,detours in winston-salem,get_info_traffic,0
9907,are there any bodybuilding competitions in new jersey in the summer,get_event,7
9908,is the traffic heavy in the city,get_info_traffic#get_location,"0,9"
9909,what s the best way to get to the high school rally tonight at 7pm,get_directions#get_event#get_location,"6,7,9"
9910,can someone get from asbury park to here in 30 minutes,get_estimated_arrival#get_location,"20,9"
9911,how many musical events are taking place in seattle this month,get_event,7
9912,what to do in wyoming,get_event,7
9913,give me the fastest route to downtown from home if i leave at 5pm,get_location_home#get_directions,"22,6"
9914,how long is the drive to tallahassee from miami,get_estimated_duration,18
9915,does giza bus station have buses to mokattam early in the morning,unsupported_navigation,16
9916,what painting events are friday night,get_event,7
9917,what time should i leave to make it to the sox game by 7pm,get_event#get_estimated_departure,"7,5"
9918,magic shows next week,get_event,7
9919,"what is the distance from endwell, ny to boston, massachusetts",get_distance,4
9920,is the traffic heavy now,get_info_traffic,0
9921,time in traffic so far,get_estimated_duration,18
9922,what events are going on tomorrow,get_event,7
9923,how long to get to oakland from my location,get_location#get_estimated_duration,"9,18"
9924,when does rush hour usually start here,unsupported_navigation,16
9925,whats going on downtown this weekend,get_event,7
9926,how long does it take to get to down town miami tonigh,get_location#get_estimated_duration,"9,18"
9927,what are some kid friendly events happening in the morning tomorrow,get_event,7
9928,what s happening in dallas this saturday night,get_event,7
9929,things to do this month in boston,get_event,7
9930,concerts by ozzy,get_event,7
9931,give me traffic update,get_info_traffic,0
9932,is there congestion on the bridge,get_info_traffic#get_location,"0,9"
9933,can you tell me the quickest route to get from work to the coronado mall by avoiding traffic,get_directions#get_location#get_location_work,"6,9,11"
9934,how is the traffic during rush hour in dallas,get_info_traffic,0
9935,is the traffic bad on marine drive,get_info_traffic,0
9936,how many minutes will it take to get to work,get_location_work#get_estimated_duration,"11,18"
9937,how bad is traffic to costco,get_info_traffic#get_location,"0,9"
9938,any concerts by melanie martinez soon,get_event,7
9939,where are the best bars,unsupported,10
9940,is campbell st downtown flooded again and closed,get_info_road_condition#get_location,"17,9"
9941,whats the traffic like today,get_info_traffic,0
9942,things to do in houston tonight,get_event,7
9943,how far is mars from earth,unsupported_navigation,16
9944,how long would it take me to take a train along the coastline,get_location#get_estimated_duration,"9,18"
9945,how soon will i have to leave to get to lincoln theater by 4 pm,get_estimated_departure#get_location,"5,9"
9946,update me on traffic please,get_info_traffic,0
9947,music events in chicago this weekend,get_event,7
9948,using i-65 south how long will it take me to get to mississippi if i leave at 5 am,get_estimated_duration,18
9949,christmas events in edison,get_event,7
9950,where can i take my teenager this weekend,get_event,7
9951,events in fort lauderdale,get_event,7
9952,how long will it take me to run from my brothers house to the janet jackson concert on main street,get_location_home#get_event#get_estimated_duration,"22,7,18"
9953,"if i leave at 3, when will i get to amherst",get_estimated_arrival,20
9954,transfer all birthday events from last year to this year,unsupported_event,19
9955,"anything fun happening this weekend in phoenix, az",get_event,7
9956,are there any camping sites near philadelphia,unsupported,10
9957,is there any road construction in the area,get_info_traffic#get_location,"0,9"
9958,what is the distance between san francisco and oakland,get_distance,4
9959,is the freeway clear right now,get_info_traffic#get_location,"0,9"
9960,when is the next chicago beach party,get_event,7
9961,does the detroit zoo have any events this weekend,get_event#get_location,"7,9"
9962,what events are coming up for kids,get_event,7
9963,how much extra time will the detours add to my morning commute to work,get_location_work#get_estimated_duration,"11,18"
9964,5k event in glendale for next month,get_event,7
9965,fun things to do near me,get_event#get_location,"7,9"
9966,get me the time to boston if using taconic and i-90,get_estimated_duration,18
9967,how long will it take for me to get to my moms if i leave in 10 minutes,get_location_home#get_estimated_duration,"22,18"
9968,how far is los angeles from new york,get_distance,4
9969,is the traffic heavy on route 17 in paramus,get_info_traffic#get_location,"0,9"
9970,what time do i need to leave in the morning to get to oakwood by 10am,get_estimated_departure,5
9971,how far is los angeles from las vegas,get_distance,4
9972,what is the traffic from budd lake to newark,get_info_traffic,0
9973,where can we go to see the ballet this weekend,get_event,7
9974,what is the traffic driving from perth amboy to staten island,get_info_traffic,0
9975,what is the driving time from la to phoenix,get_estimated_duration,18
9976,what time are tailgate parties allowed to start for this saturday s fsu game,unsupported_event,19
9977,events with santa clause near me,get_event#get_location,"7,9"
9978,is there a downed power line on barton road,get_info_road_condition,17
9979,"i want to arrive in coral springs by 8 am, what time to i need to leave",get_estimated_departure,5
9980,what is the fastest route from my home to haram area to attend my niece birthday party at 7 pm,get_contact#get_location_home#get_directions#get_event,"15,22,6,7"
9981,looking for children s events in decatur next week,get_event,7
9982,how to pass the sat,unsupported,10
9983,show me the best route to get to grants pass the fastest,get_directions,6
9984,how long will it take me to drive to my 12pm salon appointment,get_event#get_estimated_duration,"7,18"
9985,what time to i need to leave if i want to make it to the kansas city chiefs game at 4:00 tomorrow,get_event#get_estimated_departure,"7,5"
9986,fireline couples only events next month,get_event,7
9987,tell me directions to the grocery store taking only back roads,get_directions#get_location,"6,9"
9988,what time will i get to joe s house if i leave now,get_location_home#get_estimated_arrival,"22,20"
9989,when does the next android operating system release,unsupported_event,19
9990,anything cool going on in flagstaff this weekend,get_event,7
9991,where are any pumpkin maze events near me,get_event#get_location,"7,9"
9992,any music events near me now,get_event#get_location,"7,9"
9993,big band concerts in new jersey this weekend,get_event,7
9994,how long is my drive home today,get_location_home#get_estimated_duration,"22,18"
9995,is traffic in south beach going to be heavy tonight,get_info_traffic,0
9996,any vegan food events tomorrow,get_event,7
9997,what will traffic be like on my way to work tomorrow,get_info_traffic#get_location_work,"0,11"
9998,traffic lights here to destination,unsupported_navigation,16
9999,get the time to my apartment if i leave the office at 2 pm,get_location_home#get_location_work#get_estimated_duration,"22,11,18"
10000,sublime concerts in mainland united states for 2018,get_event,7
10001,keri hilson concerts in january,get_event,7
10002,are there outdoor events nearby,get_event#get_location,"7,9"
10003,get me driving directions to hyannis melody tent on cape cod,get_directions#get_location,"6,9"
10004,what can i see in tampa next weekend,get_event,7
10005,what is causing all this traffic,get_info_traffic,0
10006,how long is the drive the to target,get_location#get_estimated_duration,"9,18"
10007,is there snow and ice on the road on wainwright rd,get_info_road_condition,17
10008,how far is miami from new york city,get_distance,4
10009,city party events december,get_event#get_location,"7,9"
10010,is there traffic in madison on saturday,get_info_traffic,0
10011,what time does shinedown go on stage on dec 30 2017,get_event,7
10012,are there any concerts by beyonce for tomorrow,get_event,7
10013,music concerts near hollywood,get_event#get_location,"7,9"
10014,there is traffic ahead can i make it to jose s by noon,get_location_home#get_estimated_arrival#get_location,"22,20,9"
10015,are there any road blocks on lakeland dr,get_info_traffic,0
10016,can i get a traffic report,get_info_traffic,0
10017,what are things to do in washington dc with family on new year s eve,get_event,7
10018,events for pets this month in my neighborhood,get_location_home#get_event,"22,7"
10019,are there any detours on my way to work tonight,get_info_traffic#get_location_work,"0,11"
10020,what is the best time to avoid traffic today,unsupported_navigation,16
10021,broadway plays playing in 2018 in new york city,get_event,7
10022,tell me my drive time home today,get_location_home#get_estimated_duration,"22,18"
10023,what is the distance between new jersey and texas,get_distance,4
10024,how long it will take to reach virginia,get_estimated_duration,18
10025,what s happening in oak glen for december,get_event,7
10026,is there traffic on the 91 west,get_info_traffic,0
10027,is there a block party event that is causing any closure on camilla street today,get_info_traffic#get_event,"0,7"
10028,how long will it take me to drive from my mom s house to the maroon 5 concert ,get_location_home#get_event#get_estimated_duration,"22,7,18"
10029,are there any traffic delays this evening,get_info_traffic,0
10030,what s there to do today,get_event,7
10031,is there heavy traffic on main street right now,get_info_traffic,0
10032,any special events going on for the general public,get_event,7
10033,are there any christmas parades happening in chicago this month,get_event,7
10034,are there any delays with the bus 810,get_info_traffic,0
10035,"directions from home to the airport without traffic please, arriving at 4pm",get_location_home#get_directions#get_location,"22,6,9"
10036,what kind of fun charity events are happening this month,get_event,7
10037,how long does it take to get to england by boat,get_estimated_duration,18
10038,christmas concerts in zip code xxxxx,get_event,7
10039,are there any rodeos at unlv coming up,get_event#get_location,"7,9"
10040,i don t want to take south st to jerry s home what other options do i have,get_location_home#get_directions,"22,6"
10041,what does traffic look like downtown,get_info_traffic,0
10042,how fast can i get to the church using causeway rd ,get_location#get_estimated_duration,"9,18"
10043,how long should the drive to richmond take from here if i were to leave now,get_location#get_estimated_duration,"9,18"
10044,are there back-ups in the danbury area,get_info_traffic,0
10045,i need to see traffic delays near me please,get_info_traffic#get_location,"0,9"
10046,how long does it take to drive downtown via jefferson avenue,get_estimated_duration,18
10047,how long will it take me to reach the nearest gas station,get_location#get_estimated_duration,"9,18"
10048,how bad is traffic on mall st,get_info_traffic,0
10049,what time will i cross the georgia state line,get_estimated_arrival#get_location,"20,9"
10050,route to noida using bike at night,get_directions,6
10051,how long has this been at a standstill,unsupported_navigation,16
10052,how far is the heb by my house,get_location_home#get_distance#get_location,"22,4,9"
10053,is traffic bad to the concert in longview,get_info_traffic#get_event,"0,7"
10054,"get directions to the space needle from the marriott hotel in bellevue, washington",get_directions#get_location,"6,9"
10055,painting events,get_event,7
10056,what is the distance between new york and japan,get_distance,4
10057,what is the distance between seattle an los angeles,get_distance,4
10058,distance from tampa to lakeland,get_distance,4
10059,traffic in rochester,get_info_traffic,0
10060,traffic please,get_info_traffic,0
10061,"if you travel at 70 miles per hour for 10  hours, how long will it take for you to travel from atlanta to chicago",get_estimated_duration,18
10062,whats happening in cicero tonight,get_event,7
10063,what s coming up in manhattan this weekend,get_event,7
10064,pen pal events,get_event,7
10065,things to do in atlanta over christmas break,get_event,7
10066,whats happening this weekend,get_event,7
10067,concerts in tampa,get_event,7
10068,how long will it take me to drive the kids to school,get_location_school#get_estimated_duration,"21,18"
10069,how long will it take to drive to norcross georgia from deltona florida,get_estimated_duration,18
10070,how long will it take for me to drive to my 12 pm appointment,get_event#get_estimated_duration,"7,18"
10071,is it backed up on the interstate,get_info_traffic#get_location,"0,9"
10072,is the taste of chicago coming up soon,get_event,7
10073,traffic from raleigh to huntersville,get_info_traffic,0
10074,how long will it be to drive from sams house to the museum of modern art,get_location_home#get_location#get_estimated_duration,"22,9,18"
10075,whats the distance between springfield and st louis,get_distance,4
10076,traffic in viera,get_info_traffic,0
10077,what is the traffic situation on i95,get_info_traffic,0
10078,flea markets in sowa tomorrow morning,get_event,7
10079,how far is tampa,get_distance,4
10080,things to do in tyler,get_event,7
10081,is traffic light,get_info_traffic,0
10082,will it take earlier to get somokhrate by car or by bus,unsupported_navigation,16
10083,"if i leave by 8am, will i make it to my first business meeting with joe tomorrow morning, given the road conditions from last nights storm",get_event#get_estimated_arrival,"7,20"
10084,how long are the delays on route 51 because of the march for life,get_info_traffic#get_event,"0,7"
10085,what is a better way to get to tampa,update_directions,12
10086,how long with it take me to get to the office this morning,get_location_work#get_estimated_duration,"11,18"
10087,any accidents on interstate-30,get_info_traffic,0
10088,any traffic delays,get_info_traffic,0
10089,what s happening in la this weekend,get_event,7
10090,what time would i get to becky s house if i take 1604 from here,get_location_home#get_estimated_arrival#get_location,"22,20,9"
10091,do i have enough time to charge my phone in the car during my commute,unsupported_navigation,16
10092,directions to 20 warren street in norwood from the walpole mall,get_directions#get_location,"6,9"
10093,how long will it take to get to the bronx zoo,get_location#get_estimated_duration,"9,18"
10094,will i get to the roller derby on time if i avoid the interstate and leave right now,get_event#get_estimated_arrival,"7,20"
10095,how can i get out of this traffic,update_directions,12
10096,how many kilometers between miami and wisconsin,get_distance,4
10097,what time should i leave here to get to ronaldo s house at 9pm,get_location_home#get_estimated_departure#get_location,"22,5,9"
10098,what time should i leave to make it to the marlins game by 5pm,get_event#get_estimated_departure,"7,5"
10099,does this route include toll roads,get_info_route,8
10100,what time will i reach alexandria train station if i leave cairo train station at 7 am,get_estimated_arrival#get_location,"20,9"
10101,get the time to mauldin using highway 20,get_estimated_duration,18
10102,what time will i get home if i leave the st patricks parade at 5:00,get_location_home#get_event#get_estimated_arrival,"22,7,20"
10103,things to do in laguna beach tonight,get_event,7
10104,what times is the christmas party saturday,get_event,7
10105,did the flooding on rt 1 subside this morning,get_info_road_condition,17
10106,any detours near kennywood park today,get_info_traffic#get_location,"0,9"
10107,what is the traffic on 76 east,get_info_traffic,0
10108,"if i leave long beach at 5 pm, how long will it take to get to van nuys",get_estimated_duration,18
10109,special events this week in scottsdale,get_event,7
10110,christmas parties next weekend,get_event,7
10111,what does the local news say about traffic,unsupported_navigation,16
10112,is there any delays on my commute to the dentist in acworth,get_info_traffic#get_location,"0,9"
10113,how long will it take to get to nags head from here,get_location#get_estimated_duration,"9,18"
10114,when is the heavy traffic in the morning,get_info_traffic,0
10115,how long will the traffic increase my drive,get_estimated_duration,18
10116,is route 68 open at the moment,get_info_traffic,0
10117,is there a better way to get to atlantic city than taking the ac expressway on weekends in the summer,unsupported_navigation,16
10118,will road construction hold up traffic today,get_info_traffic,0
10119,how many meters between san francisco and los angeles,get_distance,4
10120,i m looking for a big event that i can attend tomorrow night,get_event,7
10121,distance between georgia and alaska,get_distance,4
10122,what s happening in brevard,get_event,7
10123,what is the fastest way to get to my appointment at 5 if leaving from justins house,get_location_home#get_directions#get_event,"22,6,7"
10124,are there any power lines down on walton ave,get_info_traffic,0
10125,how long will it take to get to work,get_location_work#get_estimated_duration,"11,18"
10126,how long is the drive to charlotte,get_estimated_duration,18
10127,what is the fastest way to get to madison square garden for the ranger game next week,get_directions#get_event#get_location,"6,7,9"
10128,what will the traffic be like if i leave for polly s house around 11am,get_info_traffic#get_location_home,"0,22"
10129,get the directions to the bel air mall with the less traffic,get_directions#get_location,"6,9"
10130,how long to get to la fitness in palm bay with traffic,get_location#get_estimated_duration,"9,18"
10131,is there any construction on the way to brandon s house now,get_info_traffic#get_location_home,"0,22"
10132,how long will it take me to get to work if i leave at noon,get_location_work#get_estimated_duration,"11,18"
10133,is traffic heavy in charlotte right now,get_info_traffic,0
10134,"is the christmas parade causing any delays downtown and if so, will i still make it home from 7 pm",get_info_traffic#get_event#combine#get_location_home#get_estimated_arrival,"0,7,24,22,20"
10135,what is the quickest way to get home today,get_location_home#get_directions,"22,6"
10136,is there any traffic on i-25,get_info_traffic,0
10137,biggest event in sacramento next year,get_event,7
10138,what s the traffic between tampa and orlando,get_info_traffic,0
10139,if i take 290 what time will i be in johnson city,get_estimated_arrival,20
10140,how long will this traffic delay me,get_estimated_duration,18
10141,events tomorrow,get_event,7
10142,how long will it take me to get to nashville from here,get_location#get_estimated_duration,"9,18"
10143,"any downed power lines on harbison boulevard, south carolina",get_info_traffic,0
10144,are there any accidents on i-81,get_info_traffic,0
10145,is there heavy traffic from connecticut to new york city today,get_info_traffic,0
10146,get me driving directions to downtown dallas leaving at 2pm,get_directions,6
10147,how long to drive to goose creek lowe s today,get_location#get_estimated_duration,"9,18"
10148,what time should i leave to get to my son s baseball game by 1pm,get_contact#get_event#get_estimated_departure,"15,7,5"
10149,events in dubois tonight,get_event,7
10150,are there any new movies being released at the theatre on friday,get_event#get_location,"7,9"
10151,what are popular restaurants in newport please,unsupported,10
10152,what is happening in astoria this weekend,get_event,7
10153,are there any festivals nearby,get_event#get_location,"7,9"
10154,is there traffic heading towards richmond,get_info_traffic,0
10155,"if i leave at 10 am on friday, when will i get to cheyenne",get_estimated_arrival,20
10156,any major shopping events this weekend,get_event,7
10157,how is traffic in denver right now,get_info_traffic,0
10158,what s happening in downtown tampa friday night,get_event,7
10159,what s the distance between toronto and calgary,get_distance,4
10160,how long will it take me to get to 185th via hwy 6,get_estimated_duration,18
10161,"i need to be at work at 8am, when should i leave",get_estimated_departure#get_location_work,"5,11"
10162,are there any road accidents in san francisco,get_info_traffic,0
10163,sports events in st augustine this month,get_event,7
10164,what are the hours of high school in fort collins,unsupported,10
10165,are there any caroling events in portland,get_event,7
10166,how long will it take to get to the children s hospital from here,get_location#get_estimated_duration,"9,18"
10167,how many students are registered at the local college,unsupported,10
10168,christmas music in denver next week,get_event,7
10169,are there any concerts going on near me this week,get_event#get_location,"7,9"
10170,things to do in syracuse,get_event,7
10171,what pop up shops are in soho this weekend,get_event,7
10172,how many miles will i have to drive to get from boston to new york,get_distance,4
10173,what is the fastest route to new orleans from here,get_directions#get_location,"6,9"
10174,what s traffic like on my way home,unsupported,10
10175,have the roads been plowed yet,get_info_road_condition,17
10176,what is the traffic like driving from eugene to vancouver,get_info_traffic,0
10177,ufc events,get_event,7
10178,how is the traffic driving to new hartford from utica,get_info_traffic,0
10179,is there a lot of traffic near the airport,get_info_traffic#get_location,"0,9"
10180,anything going on today,get_event,7
10181,is there heavy traffic near walmart,get_info_traffic#get_location,"0,9"
10182,are there any traffic accidents from here to philadelphia,get_info_traffic#get_location,"0,9"
10183,tonight in new york,get_event,7
10184,what time should i leave downtown to avoid evening rush hour traffic,unsupported_navigation,16
10185,find me something exciting in hartford this weekend,get_event,7
10186,what is the traffic like in la right now,get_info_traffic,0
10187,any good christmas events this weekend in raleigh,get_event,7
10188,take me on the best route to disney world,get_directions#get_location,"6,9"
10189,what fb groups is sarah a part of,unsupported,10
10190,what is the traffic like at the bay bridge this morning,get_info_traffic#get_location,"0,9"
10191,can i get from here to guararema before lunch time,get_estimated_arrival#get_location,"20,9"
10192,is there any construction work going on on my commute route,get_info_traffic,0
10193,live music events in la in january 2018,get_event,7
10194,is the weather causing any traffic delays,get_info_traffic,0
10195,what is traffic like in amsterdam today,get_info_traffic,0
10196,would taking the metro get me to downtown faster in the morning than driving,unsupported_navigation,16
10197,will there be traffic downtown tonight,get_info_traffic,0
10198,tell me how long it takes to get to the vegenation downtown versus the vegenation in henderson right now,unsupported_navigation,16
10199,traffic alerts please,get_info_traffic,0
10200,"which is closer, the joann fabric in warrenton or lincoln city",unsupported_navigation,16
10201,is there a way to get to los angeles airport using back roads with no delays,get_directions#get_location,"6,9"
10202,what is traffic like to los angeles,get_info_traffic,0
10203,what s the traffic like on the 20 bypass,get_info_traffic,0
10204,"tomorrow evening, 3 star dinner places",unsupported,10
10205,current traffic please,get_info_traffic,0
10206,cable channels,unsupported,10
10207,how long will it take me to drive to a 7pm game at fenway park if i take the freeway,get_event#get_location#get_estimated_duration,"7,9,18"
10208,what is the traffic like around the airport,get_info_traffic#get_location,"0,9"
10209,is there traffic in chicago,get_info_traffic,0
10210,new york traffic speed average,unsupported_navigation,16
10211,"i want to laugh, are there any free comedy shows going on next week",get_event,7
10212,are their any accidents reported on 507,get_info_traffic,0
10213,please give me the current traffic in downtown chicago,get_info_traffic,0
10214,how heavy is lunch time traffic,get_info_traffic,0
10215,what time should i arrive at the syracuse dome if i leave my house at 5pm,get_location_home#get_estimated_arrival#get_location,"22,20,9"
10216,would it be faster to drive or bike,unsupported_navigation,16
10217,"when is the best time to travel to walmart, to reduce the risk of heavy traffic",unsupported_navigation,16
10218,how long is the drive home,get_location_home#get_estimated_duration,"22,18"
10219,what does the traffic look like to miami,get_info_traffic,0
10220,any food events going on in denver this sunday,get_event,7
10221,what is the best route to take from work to my home today,get_location_home#get_directions#get_location_work,"22,6,11"
10222,"hotels with complimentary concierges in greenville, sc",unsupported,10
10223,using highways only tell me how to get to topeka kansas,get_directions#get_location,"6,9"
10224,what is the traffic like on the highway today,get_info_traffic#get_location,"0,9"
10225,avoid heavy traffic and suggest me roads to go home,get_location_home#get_directions,"22,6"
10226,"give me a route to georgia, avoiding the tolls",get_directions,6
10227,what day is the concert for eric church in burlington,get_event,7
10228,are there any accidents to avoid in hattiesburg right now,get_info_traffic,0
10229,how long would it take to get to work if i took all side streets avoiding any construction,get_location_work#get_estimated_duration,"11,18"
10230,stuff for seniors to do in san antonio this month,get_event,7
10231,how long will it take to drive to work,get_location_work#get_estimated_duration,"11,18"
10232,which comedians are in the city tonight,get_event#get_location,"7,9"
10233,where s a good place to catch a game tonight,get_event,7
10234,give me updated traffic details,get_info_traffic,0
10235,quickest route to drive to downtown syracuse if i have a meeting at 1:30pm,get_directions#get_event,"6,7"
10236,how long will it take to drive to cedar point,get_estimated_duration,18
10237,standup comedy,get_event,7
10238,how far from philadelphia is delaware,get_distance,4
10239,any bake sale fundraisers happening this month,get_event,7
10240,is there traffic on the southbound lane as well,get_info_traffic,0
10241,events on sunday,get_event,7
10242,estimated time in traffic,get_info_traffic,0
10243,i need driving directions from lax airport international terminal to the w hotel in westwood avoiding freeways,get_directions#get_location,"6,9"
10244,will i get to the justin bieber show by 7pm if i leave my house now,get_location_home#get_event#get_estimated_arrival,"22,7,20"
10245,is highway 31 backed up,get_info_traffic,0
10246,what are the best family friendly events in st louis this weekend,get_event,7
10247,where did linda vacation with her family last year,unsupported,10
10248,was there a crash on hwy0,get_info_traffic,0
10249,any holiday events happening in riverside this month,get_event,7
10250,"how far is it from here to knoxville, tennessee",get_distance#get_location,"4,9"
10251,"which has less traffic, the expressway or the parkway",unsupported_navigation,16
10252,what time should i leave work if i want to get home at 4pm,get_location_home#get_estimated_departure#get_location_work,"22,5,11"
10253,how long will my drive be to fargo,get_estimated_duration,18
10254,"tell me the time from citrus heights, ca to ashland, or using i-5",get_estimated_duration,18
10255,"if i leave now, will i make it to roosevelt field by 8:30",get_estimated_arrival#get_location,"20,9"
10256,best hotels to sleep in during my trip,unsupported_navigation,16
10257,where is zip lining in vegas,get_event,7
10258,music concerts on big island during month of december,get_event,7
10259,are there any cool festivals this week in michigan,get_event,7
10260,any festivals nearby,get_event#get_location,"7,9"
10261,how long is the drive from home to the supermarket on northern blvd,get_location_home#get_location#get_estimated_duration,"22,9,18"
10262,"the dentist appointment is 2:30 pm in goodlettsville, when should i leave clarksville to make it on time",get_event#get_estimated_departure,"7,5"
10263,find an italian restaurant at pikes market place that service spaghetti,unsupported,10
10264,is my commute backed up,get_info_traffic,0
10265,handel s messiah show in los angeles,get_event,7
10266,what kids events are on this weekend for kids in the age group of 8-10,get_event,7
10267,is there a road construction i need to watch out for going to the kickboxing tournament,get_info_traffic#get_event,"0,7"
10268,disneyland events,get_event#get_location,"7,9"
10269,how long does it take to get to california taking rte 66 all the way from chicago,get_estimated_duration,18
10270,is there a clear route with no traffic,get_directions,6
10271,how far is my dad s house from my work,get_location_home#get_distance#get_location_work,"22,4,11"
10272,are there any christmas events in seguin next weekend,get_event,7
10273,will i be able to take a u-turn on fremont street if travelling by bicycle,unsupported_navigation,16
10274,what s the traffic look like for my commute to work,get_info_traffic#get_location_work,"0,11"
10275,is there any traffic jams on interstate 75,get_info_traffic,0
10276,best thing to do tomorrow night,get_event,7
10277,what is going on in raleigh tomorrow,get_event,7
10278,is there anything fun to do in tallahassee next week,get_event,7
10279,how long will it take me to drive from my house to work,get_location_home#get_location_work#get_estimated_duration,"22,11,18"
10280,is there any road construction on my route,get_info_traffic,0
10281,searching for art exhibitions around town,get_event#get_location,"7,9"
10282,any thanksgiving parties happening this thursday,get_event,7
10283,what time will i make it to my mom s house if i leave at 5 pm,get_location_home#get_estimated_arrival,"22,20"
10284,can you list all fort lauderdale concerts for next weekend,get_event,7
10285,traffic details in tucson arizona,get_info_traffic,0
10286,"what is the mileage to travel from san diego, california to atlanta, ga",get_distance,4
10287,next week monday 10 am traffic from here to jfk,get_info_traffic#get_location,"0,9"
10288,"family events this weekend in olean, ny",get_event,7
10289,directions to the national peanut festival,get_directions#get_event,"6,7"
10290,are there any current traffic delays,get_info_traffic,0
10291,directions to the civic center in norwood from bahama drive in norwood,get_directions#get_location,"6,9"
10292,which roads are less busy,unsupported_navigation,16
10293,show holiday festivals in sunnyvale this weekend,get_event,7
